Status,Claim,Claim Type,Food,NEW Food Type,Food Type,Food Matrix OLD,Regulation specifications,NEW Food Matrix,Food Ontology Term,Food Amount OLD,NEW Food Amount,Unit,Value,Frequency,Target population,Target population ontology term,Extra information,Phenotype,Phenotype Ontology Term,Phenotype Onto Term Match,Relationship-effect,Health relationship,EFSA Opinion Reference,Supporting Evidence Text 1,Supporting Evidence Reference 1,Supporting Evidence Text 2,Supporting Evidence Reference 2,Supporting Evidence Text 3,Supporting Evidence Reference 3,Supporting Evidence Text 4,Supporting Evidence Reference 4,Supporting Evidence Text 5,Supporting Evidence Reference,Supporting Evidence Text 5,Supporting Evidence Reference 5,Supporting Evidence Text 6,Supporting Evidence Reference 6,Supporting Evidence Text 7,Supporting Evidence Reference 7,Supporting Evidence Text 8,Supporting Evidence Reference 8,Supporting Evidence Text 9,Supporting Evidence Reference 9
Finished,Biotin contributes to the maintenance of normal hair,Art. 13(1),Biotin,Nutrient,Micronutrient,May be used only for food which is at least a source of biotin as referred to in the claim 'source of [name of vitamin/s] and/or [name of mineral/s]' in Reg. No. 1924/2006,"50 microgram.

As a rule, 15% of the RDA specified here supplied by 100g or 100ml or per package if the package contains only a single portion should be taken into consideration in deciding what constitutes a significant amount. 

15% of 50 is 7,5","Matrix: food (general)
Must contain: biotin
- Unit: μg/100g or μg/100ml or μg/portion
- Value: ≥7,5",https://foodb.ca/compounds/FDB014510,,"Unit: μg/100g or μg/100ml or μg/portion 
Value: ≥7,5",μg,"≥7,5",100g or 100ml or portion,General population,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C18241,Can be easily consumed as a part of a balanced diet,Maintenance of normal hair,http://www.informatics.jax.org/vocab/gene_ontology/GO:0042634,Close Match,Maintenance of a function,Maintenance of normal hair,"2009;7(9):1209, 2010;8(10):1728","Symptoms of biotin deficiency include thinning of hair and progression to loss of all hair, including eyebrows and lashes. Growth of normal hair generally appears after one or two months of treatment of the deficiency (Mock, 2005).",Mock (2005): ISBN 9780080454283,,,,,,,,,,,,,,,,,,
Finished,Biotin contributes to the maintenance of normal mucous membranes,Art. 13(1),Biotin,Nutrient,Micronutrient,May be used only for food which is at least a source of biotin as referred to in the claim 'source of [name of vitamin/s] and/or [name of mineral/s]' in Reg. No. 1924/2006,"50 microgram.

As a rule, 15% of the RDA specified here supplied by 100g or 100ml or per package if the package contains only a single portion should be taken into consideration in deciding what constitutes a significant amount. 

15% of 50 is 7,5","Matrix: food (general)
Must contain: biotin
- Unit: μg/100g or μg/100ml or μg/portion
- Value: ≥7,5",https://foodb.ca/compounds/FDB014510,,"Unit: μg/100g or μg/100ml or μg/portion 
Value: ≥7,5",μg,"≥7,5",100g or 100ml or portion,General population,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C18241,Can be easily consumed as a part of a balanced diet,Maintenance of normal mucous membranes,http://www.informatics.jax.org/vocab/gene_ontology/GO:0070701,Close Match,Maintenance of a function,Maintenance of normal skin and mucous membranes,2009;7(9):1209,"Symptoms of biotin deficiency include a scaly (seborrheic), red (eczematous) skin which is reversible by administration of biotin (Mock, 2005). There is evidence that impaired fatty acid metabolism secondary to reduced activities of the biotin dependent carboxylases (especially acetyl CoA carboxylase) plays an aetiological role in the dermatological manifestation of biotin deficiency (Mock, 1991).",Mock (2005): ISBN 9780080454283; Mock (1991): PMID 1764357,,,,,,,,,,,,,,,,,,
Finished,Biotin contributes to the maintenance of normal skin,Art. 13(1),Biotin,Nutrient,Micronutrient,May be used only for food which is at least a source of biotin as referred to in the claim 'source of [name of vitamin/s] and/or [name of mineral/s]' in Reg. No. 1924/2006,"50 microgram.

As a rule, 15% of the RDA specified here supplied by 100g or 100ml or per package if the package contains only a single portion should be taken into consideration in deciding what constitutes a significant amount. 

15% of 50 is 7,5","Matrix: food (general)
Must contain: biotin
- Unit: μg/100g or μg/100ml or μg/portion
- Value: ≥7,5",https://foodb.ca/compounds/FDB014510,,"Unit: μg/100g or μg/100ml or μg/portion 
Value: ≥7,5",μg,"≥7,5",100g or 100ml or portion,General population,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C18241,Can be easily consumed as part of a balanced diet,Maintenance of normal skin,http://www.informatics.jax.org/vocab/gene_ontology/GO:0098773,Close Match,Maintenance of a function,Maintenance of normal skin and mucous membranes,"2009;7(9):1209, 2010;8(10):1728","Symptoms of biotin deficiency include a scaly (seborrheic), red (eczematous) skin which is reversible by administration of biotin (Mock, 2005). There is evidence that impaired fatty acid metabolism secondary to reduced activities of the biotin dependent carboxylases (especially acetyl CoA carboxylase) plays an aetiological role in the dermatological manifestation of biotin deficiency (Mock, 1991).",Mock (2005): ISBN 9780080454283; Mock (1991): PMID 1764357,,,,,,,,,,,,,,,,,,
Finished,Calcium contributes to normal blood clotting,Art. 13(1),Calcium,Nutrient,Micronutrient,May be used only for food which is at least a source of calcium as referred to in the claim 'source of [name of vitamin/s] and/or [name of mineral/s]' in Reg. No. 1924/2006,"800 mg. 

As a rule, 15% of the RDA specified here supplied by 100g or 100ml or per package if the package contains only a single portion should be taken into consideration in deciding what constitutes a significant amount. 

15% of 800 is 120. ","Matrix: food (general)
Must contain: calcium
- Unit: mg/100g or mg/100ml or mg/portion
- Value: ≥120",https://foodb.ca/compounds/FDB003513,,"Unit: mg/100g or mg/100ml or mg/portion 
Value: ≥120",mg,≥120,100g or 100ml or portion,General population,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C18241,Can be easily consumed as part of a balanced diet,Normal blood clotting,http://www.informatics.jax.org/vocab/gene_ontology/GO:2000260,Exact Match,Maintenance of a function,Blood coagulation,2009;7(9):1210,"Calcium is necessary to stabilise or allow maximal activity for a number of blood clotting enzymes. However, the normal activity of these enzymes is not significantly affected by changes in extracellular calcium concentrations or by dietary calcium deficiency, and is practically independent of dietary calcium intake (Weaver and Heaney, 2006).",Weaver and Heaney (2006): ISBN 9781469816593,,,,,,,,,,,,,,,,,,
Finished,Calcium contributes to normal energy-yielding metabolism,Art. 13(1),Calcium,Nutrient,Micronutrient,May be used only for food which is at least a source of calcium as referred to in the claim 'source of [name of vitamin/s] and/or [name of mineral/s]' in Reg. No. 1924/2006,"800 mg. 

As a rule, 15% of the RDA specified here supplied by 100g or 100ml or per package if the package contains only a single portion should be taken into consideration in deciding what constitutes a significant amount. 

15% of 800 is 120. ","Matrix: food (general)
Must contain: calcium
- Unit: mg/100g or mg/100ml or mg/portion
- Value: ≥120",https://foodb.ca/compounds/FDB003513,,"Unit: mg/100g or mg/100ml or mg/portion 
Value: ≥120",mg,≥120,100g or 100ml or portion,General population,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C18241,Can be easily consumed as part of a balanced diet,Normal energy-yielding metabolism,http://www.informatics.jax.org/vocab/gene_ontology/GO:0006091,Exact Match,Maintenance of a function,Energy-yielding metabolism,2009;7(9):1210,"The evidence provided by consensus opinions/reports from authoritative bodies and reviews shows that there is good consensus on the role of calcium in the stabilisation and activity of certain enzymes involved in energy metabolism, such as glyceraldehyde phosphate dehydrogenase, pyruvate dehydrogenase, and -ketoglutarate dehydrogenase. However, the normal activity of these enzymes is not significantly affected by changes in extracellular calcium concentrations or by dietary calcium deficiency, and is practically independent of dietary calcium intake (Weaver and Heaney, 2006).",Weaver and Heaney (2006): ISBN 9781469816593,,,,,,,,,,,,,,,,,,
Finished,Calcium contributes to normal muscle function,Art. 13(1),Calcium,Nutrient,Micronutrient,May be used only for food which is at least a source of calcium as referred to in the claim 'source of [name of vitamin/s] and/or [name of mineral/s]' in Reg. No. 1924/2006,"800 mg. 

As a rule, 15% of the RDA specified here supplied by 100g or 100ml or per package if the package contains only a single portion should be taken into consideration in deciding what constitutes a significant amount. 

15% of 800 is 120. ","Matrix: food (general)
Must contain: calcium
- Unit: mg/100g or mg/100ml or mg/portion
- Value: ≥120",https://foodb.ca/compounds/FDB003513,,"Unit: mg/100g or mg/100ml or mg/portion 
Value: ≥120",mg,≥120,100g or 100ml or portion,General population,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C18241,Can be easily consumed as part of a balanced diet,Normal muscle function,http://www.informatics.jax.org/vocab/gene_ontology/GO:0003012,Close Match,Maintenance of a function,Muscle function and neurotransmission,2009;7(9):1210,"The evidence provided by consensus opinions/reports from authoritative bodies and reviews shows that there is good consensus on the role of calcium in muscle function and neurotransmission (IoM, 1997; JHCI, 2003).",IoM (1997): 10.17226/5776; JHCI (2003): link,"Normal muscle function (including the heart) and neurotransmission require adequate calcium concentrations within the cells and in the extracellular fluid (ECF). Serum calcium, which is in exchange with ECF and intracellular calcium, is tightly regulated by homeostatic mechanisms and largely independent of dietary intake. In the absence of disease, serum, ECF and intracellular calcium concentrations are virtually never low because of dietary calcium deficiency. This is because the very large calcium reserve in the skeleton prevents significant decreases of calcium in serum, ECF and intracellularly practically without limit (Weaver and Heaney, 2006).",Weaver and Heaney (2006): ISBN 9781469816593,,,,,,,,,,,,,,,,
Finished,Calcium contributes to normal neurotransmission,Art. 13(1),Calcium,Nutrient,Micronutrient,May be used only for food which is at least a source of calcium as referred to in the claim 'source of [name of vitamin/s] and/or [name of mineral/s]' in Reg. No. 1924/2006,"800 mg. 

As a rule, 15% of the RDA specified here supplied by 100g or 100ml or per package if the package contains only a single portion should be taken into consideration in deciding what constitutes a significant amount. 

15% of 800 is 120. ","Matrix: food (general)
Must contain: calcium
- Unit: mg/100g or mg/100ml or mg/portion
- Value: ≥120",https://foodb.ca/compounds/FDB003513,,"Unit: mg/100g or mg/100ml or mg/portion 
Value: ≥120",mg,≥120,100g or 100ml or portion,General population,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C18241,Can be easily consumed as part of a balanced diet,Normal neurotransmission,http://www.informatics.jax.org/vocab/gene_ontology/GO:0007268,Exact Match,Maintenance of a function,Muscle function and neurotransmission,2009;7(9):1210,"The evidence provided by consensus opinions/reports from authoritative bodies and reviews shows that there is good consensus on the role of calcium in muscle function and neurotransmission (IoM, 1997; JHCI, 2003).",IoM (1997): 10.17226/5776; JHCI (2003): link,"Normal muscle function (including the heart) and neurotransmission require adequate calcium concentrations within the cells and in the extracellular fluid (ECF). Serum calcium, which is in exchange with ECF and intracellular calcium, is tightly regulated by homeostatic mechanisms and largely independent of dietary intake. In the absence of disease, serum, ECF and intracellular calcium concentrations are virtually never low because of dietary calcium deficiency. This is because the very large calcium reserve in the skeleton prevents significant decreases of calcium in serum, ECF and intracellularly practically without limit (Weaver and Heaney, 2006).",Weaver and Heaney (2006): ISBN 9781469816593,,,,,,,,,,,,,,,,
Finished,Calcium contributes to the normal function of digestive enzymes,Art. 13(1),Calcium,Nutrient,Micronutrient,May be used only for food which is at least a source of calcium as referred to in the claim 'source of [name of vitamin/s] and/or [name of mineral/s]' in Reg. No. 1924/2006,"800 mg. 

As a rule, 15% of the RDA specified here supplied by 100g or 100ml or per package if the package contains only a single portion should be taken into consideration in deciding what constitutes a significant amount. 

15% of 800 is 120. ","Matrix: food (general)
Must contain: calcium
- Unit: mg/100g or mg/100ml or mg/portion
- Value: ≥120",https://foodb.ca/compounds/FDB003513,,"Unit: mg/100g or mg/100ml or mg/portion 
Value: ≥120",mg,≥120,100g or 100ml or portion,General population,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C18241,Can be easily consumed as part of a balanced diet,Normal function of digestive enzymes,http://purl.bioontology.org/ontology/MEDDRA/10081160,Exact Match,Maintenance of a function,Function of digestive enzymes,2009;7(9):1210,"The information included in well-recognised monographs and manuals does not support a role for dietary calcium in the function of several enzymes, since such functions are not affected by changes in plasma concentrations of calcium or by dietary calcium intake (Berdanier et al., 2002; British Nutrition Foundation Taskforce, 1989; Gurr et al., 1999; EVM, 2002; Bowman and Russell, 2007; Gibney et al., 2002; Caballero et al., 2005). However, several digestive enzymes (e.g. lipase) require a chemical association between calcium and enzyme protein(s) for full catalytic activity to occur.",No reference,,,,,,,,,,,,,,,,,,
Finished,Calcium has a role in the process of cell division and specialisation,Art. 13(1),Calcium,Nutrient,Micronutrient,May be used only for food which is at least a source of calcium as referred to in the claim 'source of [name of vitamin/s] and/or [name of mineral/s]' in Reg. No. 1924/2006,"800 mg. 

As a rule, 15% of the RDA specified here supplied by 100g or 100ml or per package if the package contains only a single portion should be taken into consideration in deciding what constitutes a significant amount. 

15% of 800 is 120. ","Matrix: food (general)
Must contain: calcium
- Unit: mg/100g or mg/100ml or mg/portion
- Value: ≥120",https://foodb.ca/compounds/FDB003513,,"Unit: mg/100g or mg/100ml or mg/portion 
Value: ≥120",mg,≥120,100g or 100ml or portion,General population,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C18241,Can be easily consumed as part of a balanced diet,Cell division and specialisation,http://www.informatics.jax.org/vocab/gene_ontology/GO:0051301,Exact Match,Maintenance of a function,Regulation of cell division and differentiation,2010;8(10):1725,"Calcium is a cofactor for extracellular enzymes and proteins and also functions as intracellular messenger. Calcium messenger systems include trigger proteins in excitable cells and sustained responses in both excitable and non-excitable cells (Weaver and Heaney, 2006). Calcium activates phospholipases and mitogen-activated protein kinase, inhibits adenylate cyclase (among other enzymes) and has an important regulatory role in diverse cellular processes, including cell proliferation and differentiation (SCF, 1993; IoM, 1997; Weaver and Heaney, 2006).",SCF (1993): link; IoM (1997): 10.17226/5776; Weaver and Heaney (2006): ISBN 9781469816593,,,,,,,,,,,,,,,,,,
Finished,Calcium is needed for the maintenance of normal bones,Art. 13(1),Calcium,Nutrient,Micronutrient,May be used only for food which is at least a source of calcium as referred to in the claim 'source of [name of vitamin/s] and/or [name of mineral/s]' in Reg. No. 1924/2006,"800 mg. 

As a rule, 15% of the RDA specified here supplied by 100g or 100ml or per package if the package contains only a single portion should be taken into consideration in deciding what constitutes a significant amount. 

15% of 800 is 120. ","Matrix: food (general)
Must contain: calcium
- Unit: mg/100g or mg/100ml or mg/portion
- Value: ≥120",https://foodb.ca/compounds/FDB003513,,"Unit: mg/100g or mg/100ml or mg/portion 
Value: ≥120",mg,≥120,100g or 100ml or portion,General population,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C18241,Can be easily consumed as part of a balanced diet,Normal bone,http://www.informatics.jax.org/vocab/gene_ontology/GO:0045778,Close Match,Maintenance of a function,Maintenance of normal bones and teeth,"2009;7(9):1210, 2009;7(9):1272, 2010;8(10):1725, 2011;9(6):2203","Calcium is an important structural component of bone. Adequate calcium intake throughout childhood and adolescence is needed to achieve maximum peak bone mass in young adulthood which is an important determinant of bone mineral status in later life. The growth, development and maintenance of bone is related to the quantity of dietary calcium consumed and recommended intakes of calcium to meet requirements for growth, development and maintenance of bone at all ages have been established by various authorities. Inadequate dietary calcium intake may contribute to impaired bone development in early life and to the accelerated loss of bone mass in adults and in the elderly. Available evidence indicates that calcium intakes may be inadequate in sub-groups of the population in some EU countries, especially children, women and the elderly (AAP, 1999; AFSSA, 2001; Branca, 1997; COMA, 1991; DGE, 2000; Elmadfa and Weichselbaum, 2004; FAO/WHO, 2001; FNB, 1999; Food Safety Authority of Ireland, 1999; Greer et al., 2006; JHCI, 2003; IoM, 1997; National Health and Medical Research Council, 2006; Nordic Council of Ministers, 2004; SCF, 2003; Theobald, 2005; WHO, 2003).",AAP (1999): 10.1542/peds.104.5.1152; AFSSA (2001): 10.1051/rnd:2001100; Branca (1997): link; COMA (1991): PMID 493711; DGE (2000): ISSN 0340-2371; Elmadfa and Weichselbaum (2004): 10.1159/000085215; FAO/WHO (2001): link; FNB (1999): ; Food Safety Authority of Ireland (1999): ISBN 0-9533624-7-7; Greer (2006): 10.1542/peds.2005-2822; JHCI (2003): ; IoM (1997): 10.17226/5776; National Health and Medical Research Council (2006): ISBN 1864962437; Nordic Council of Ministers (2004): 10.1080/1102680410003794; SCF (2003): link; Theobald (2005): 10.1111/j.1467-3010.2005.00514.x; WHO (2003): ISBN 9241209216,,,,,,,,,,,,,,,,,,
Finished,Calcium is needed for the maintenance of normal teeth,Art. 13(1),Calcium,Nutrient,Micronutrient,May be used only for food which is at least a source of calcium as referred to in the claim 'source of [name of vitamin/s] and/or [name of mineral/s]' in Reg. No. 1924/2006,"800 mg. 

As a rule, 15% of the RDA specified here supplied by 100g or 100ml or per package if the package contains only a single portion should be taken into consideration in deciding what constitutes a significant amount. 

15% of 800 is 120. ","Matrix: food (general)
Must contain: calcium
- Unit: mg/100g or mg/100ml or mg/portion
- Value: ≥120",https://foodb.ca/compounds/FDB003513,,"Unit: mg/100g or mg/100ml or mg/portion 
Value: ≥120",mg,≥120,100g or 100ml or portion,General population,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C18241,Can be easily consumed as part of a balanced diet,Normal teeth,http://www.informatics.jax.org/vocab/gene_ontology/GO:0042482,Close Match,Maintenance of a function,Maintenance of normal bones and teeth,"2009;7(9):1210, 2010;8(10):1725, 2011;9(6):2203","Calcium is an important structural component of bone and teeth. Adequate calcium intake throughout childhood and adolescence is needed to achieve maximum peak bone mass in young adulthood which is an important determinant of bone mineral status in later life. The growth, development and maintenance of bone and teeth is related to the quantity of dietary calcium consumed and recommended intakes of calcium to meet requirements for growth, development and maintenance of bone at all ages have been established by various authorities. Inadequate dietary calcium intake may contribute to impaired bone development in early life and to the accelerated loss of bone mass in adults and in older people. Available evidence indicates that calcium intakes may be inadequate in sub-groups of the population in some EU countries, especially children, women and older people (AAP, 1999; AFSSA, 2001; Branca, 1997; COMA, 1991; DGE, 2000; Elmadfa and Weichselbaum, 2004; FAO/WHO, 2001; FNB, 1999; Food Safety Authority of Ireland, 1999; Greer, 2006; JHCI, 2003; IoM, 1997, National Health and Medical Research Council, 2006; Nordic Council of Ministers, 2004; SCF, 2003; Theobald, 2005; WHO, 2003).",AAP (1999): 10.1542/peds.104.5.1152; AFSSA (2001): 10.1051/rnd:2001100; Branca (1997): link; COMA (1991): PMID 493711; DGE (2000): ISSN 0340-2371; Elmadfa and Weichselbaum (2004): 10.1159/000085215; FAO/WHO (2001): link; FNB (1999): ; Food Safety Authority of Ireland (1999): ISBN 0-9533624-7-7; Greer (2006): 10.1542/peds.2005-2822; JHCI (2003): ; IoM (1997): 10.17226/5776; National Health and Medical Research Council (2006): ISBN 1864962437; Nordic Council of Ministers (2004): 10.1080/1102680410003794; SCF (2003): link; Theobald (2005): 10.1111/j.1467-3010.2005.00514.x; WHO (2003): ISBN 9241209216,,,,,,,,,,,,,,,,,,
Finished,Carbohydrate-electrolyte solutions contribute to the maintenance of endurance performing during prolonged endurance exercise ,Art. 13(1),Carbohydrate-electrolyte solutions,Food,Food,"Carbohydrate-electrolyte solutions should contain 80-350 kcal/L from carbohydrates, and at least 75% of the energy should be derived from carbohydrates which induce a high glycaemic response. In addition, these beverages should contain between 20 mmol/L (460 mg/L) and 50 mmol/L (1150 mg/L) of sodium, and have an osmolality between 200-330 mOsm/kg water. ",,"Matrix: carbohydrate-electrolyte solutions
Must contain: carbohydrates
- Unit: kcal/L, 
- Value: 80-350
- Precondition: 75% of energy should be derived from high GI carbohydrates

Must contain: sodium
- Unit: mmol/L
- Value: 20-50
- Precondition: osmolality of 200-330 mOsm/kg water", ,,n.s. ,n.s.,n.s.,n.s.,Active individuals performing endurance exercise,"age: http://bioportal.bioontology.org/ontologies/MESH?p=classes&conceptid=D000328 
socialContext: http://bioportal.bioontology.org/ontologies/SNOMEDCT?p=classes&conceptid=183302000",,Endurance performance,http://www.informatics.jax.org/vocab/gene_ontology/GO:0014823,Close Match,Maintenance of a function,Maintenance of endurance performance,2011;9(6):2211,"The evidence provided by consensus opinions/reports from authoritative bodies such as the SCF or the American College of Sports Medicine shows that there is good consensus on the role of beverages containing carbohydrates and electrolytes (in particular sodium) in maintaining performance during prolonged endurance exercise, relative to plain water, and that the consumption of beverages containing electrolytes and carbohydrates during exercise can help maintain fluid and electrolyte balance, as well as endurance exercise performance (Rodriguez et al., 2009; Sawka et al., 2007; SCF, 2001).",Rodriguez et al. (2009): 10.1249/MSS.0b013e31890eb86; Sawka et al. (2007): 10.1249/mss.0b013e31802ca597; SCF (2001): link,,,,,,,,,,,,,,,,,,
Finished,Carbohydrate-electrolyte solutions enhance the absorption of water during physical exercise,Art. 13(1),Carbohydrate-electrolyte solutions,Food,Food,"Carbohydrate-electrolyte solutions should contain 80-350 kcal/L from carbohydrates, and at least 75% of the energy should be derived from carbohydrates which induce a high glycaemic response. In addition, these beverages should contain between 20 mmol/L (460 mg/L) and 50 mmol/L (1150 mg/L) of sodium, and have an osmolality between 200-330 mOsm/kg water. ",,"Matrix: carbohydrate-electrolyte solutions
Must contain: carbohydrates
- Unit: kcal/L, 
- Value: 80-350
- Precondition: 75% of energy should be derived from high GI carbohydrates

Must contain: sodium
- Unit: mmol/L
- Value: 20-50
- Precondition: osmolality of 200-330 mOsm/kg water", ,,n.s. ,n.s.,n.s.,n.s.,Active individuals performing endurance exercise ,"age: http://bioportal.bioontology.org/ontologies/MESH?p=classes&conceptid=D000328 
socialContext: http://bioportal.bioontology.org/ontologies/SNOMEDCT?p=classes&conceptid=183302000",,Enhancement of water absorption during physical exercise,http://opendata.inra.fr/ATOL/ATOL_0005141,Close Match,Enhancing a function,Enhancement of water absorption during exercise,2011;9(6):2211,"The evidence provided by consensus opinions/reports from authoritative bodies shows that glucose-electrolyte solutions with an osmolality which is isotonic or slightly hypotonic with respect to plasma (i.e. 200-330 mOsm/kg water) maximise the rate of water uptake, and that the addition of carbohydrates to electrolyte solutions promotes water absorption in the small intestine. Sodium in a concentration between 20-50 mmol/L stimulates carbohydrate and water uptake in the small intestine, and helps to maintain extracellular fluid volume (SCF, 2001).",SCF (2001): link,,,,,,,,,,,,,,,,,,
